fold,epoch,train_loss,val_loss,train_r2,val_r2
1,1,109.2746189236641,65.28928222078265,-108.59142114129696,-65.29886491126564
1,2,106.25638896226883,56.21954374602347,-105.56444064430053,-56.08308064070365
1,3,99.9686039686203,61.30648075450551,-99.25842647368455,-61.180550113719896
1,4,96.0408952832222,48.26111709710324,-95.3193309458188,-48.0123581424152
1,5,93.99070397019386,54.69217268625895,-93.26319539090073,-54.47467540334329
1,6,90.70748257637024,48.06243133544922,-89.97045560279736,-47.770256072001594
1,7,86.47640603780746,48.69092397978812,-85.72711264695167,-48.33903137563781
1,8,85.63507759571075,44.51361404765736,-84.88334512027335,-44.10495129430387
1,9,81.98221999406815,44.4405010396784,-81.21989770485364,-43.991977712608666
1,10,80.07333841919899,45.61996838540742,-79.30548211827741,-45.189948399591316
1,11,77.08767715096474,42.049185088186555,-76.31116491529576,-41.61157297536345
1,12,75.79886510968208,40.98064223202792,-75.01861649416857,-40.53360484751376
1,13,75.21573695540428,40.38363800626813,-74.433797594616,-39.86071706046914
1,14,71.56933867931366,37.1610514756405,-70.77682749816749,-36.661292808190865
1,15,69.12940979003906,34.75255376642401,-68.3298250131387,-34.198275813722574
1,16,67.9367233812809,35.90898797006318,-67.13368096714541,-35.34479686852491
1,17,65.44706523418427,35.49159344759855,-64.6368048176852,-34.92171074130346
1,18,64.00831803679466,35.10813146648985,-63.193886920084665,-34.4825769718222
1,19,63.04231184720993,32.41501970002145,-62.225079757288874,-31.79480592082885
1,20,60.60579612851143,29.426468762484465,-59.78150059555389,-28.720713102837916
1,21,58.80648076534271,30.44102515596332,-57.976968989350404,-29.756876965360657
1,22,57.945717960596085,30.107535766832758,-57.11371085483823,-29.36616661993991
1,23,55.015405774116516,29.874514406377617,-54.174902882174784,-29.13765890798786
1,24,55.70692500472069,28.582955418211043,-54.86842700631791,-27.86912291933798
1,25,52.635929733514786,27.275586012637977,-51.78852881649344,-26.584874725419567
1,26,52.48674422502518,26.000617171778824,-51.638910423669834,-25.240609322731146
1,27,50.35589191317558,28.230184497255266,-49.501880328673714,-27.50091707960332
1,28,48.88186940550804,24.966074524503767,-48.02358459405046,-24.227838441050157
1,29,48.261867970228195,24.12483449415727,-47.40178569600718,-23.327375813238152
1,30,46.48424954712391,22.7400010137847,-45.61901378344743,-21.92465277288243
1,31,45.44974507391453,21.80792187199448,-44.58150992649434,-20.990651217494857
1,32,43.19794911146164,20.383444641575668,-42.32318599417185,-19.59183086371788
1,33,42.61162483692169,20.825289393916275,-41.73516175231243,-19.998201574914496
1,34,41.3947741240263,21.428687037843645,-40.514783339885064,-20.63785399432492
1,35,40.265086859464645,20.84166752208363,-39.381820649242236,-20.013137461728558
1,36,39.885486990213394,19.9280297683947,-39.00112064842659,-19.097962403846076
1,37,39.48935376107693,18.2120024507696,-38.603838895536654,-17.39379251376034
1,38,37.92973467707634,16.53603121728608,-37.03969793432589,-15.663758239535134
1,39,37.25628724694252,16.38321898200295,-36.36429800069822,-15.52312055017504
1,40,36.21062391996384,15.580156860929547,-35.315603488877365,-14.723613827395328
1,41,35.313039377331734,17.480498573996805,-34.415416856494275,-16.560301612104443
1,42,35.30246925354004,15.479363874955611,-34.40481592961651,-14.587446037558493
1,43,32.806361705064774,13.915551301204797,-31.90147191184986,-13.027923640041218
1,44,32.69685287773609,14.79951911984068,-31.79164549122472,-13.935507669719891
1,45,32.05666420608759,13.220281832145922,-31.1496005919832,-12.331070946538805
1,46,30.977187037467957,13.457603425690621,-30.066994123885934,-12.579675404340986
1,47,31.526828594505787,13.231718121152936,-30.618229297682248,-12.33890163815327
1,48,30.059546813368797,12.349093899582371,-29.146693432430798,-11.44946700680055
1,49,28.835106432437897,10.97792026490876,-27.918703463320504,-10.07815930368162
1,50,28.475793108344078,10.834428845029889,-27.558348254889772,-9.932082273012401
1,51,28.053841404616833,11.487932190750584,-27.13517333731179,-10.57317778064834
1,52,27.837593659758568,11.262287197691021,-26.918298686635968,-10.35359029993037
1,53,26.092557162046432,9.869415427699234,-25.16820302681653,-8.940149862433106
1,54,26.21525852382183,9.982250943328395,-25.29126008685259,-9.079539103874872
1,55,26.627482265233994,8.946583690065326,-25.704678963045705,-8.062891456655034
1,56,25.864333622157574,9.897098620732626,-24.939317829919716,-8.98048101396809
1,57,24.76444561779499,7.767046661087961,-23.836241065324742,-6.833323986112806
1,58,23.728646405041218,7.647777911388513,-22.797438937677892,-6.710917200959584
1,59,23.106386616826057,8.192156770012595,-22.173375187866974,-7.272711178199065
1,60,23.10711246728897,6.634020274335688,-22.174103125874062,-5.7127022800938825
1,61,22.291627421975136,7.154483379739704,-21.35625391495981,-6.241382643411376
1,62,21.893802784383297,7.521757089730465,-20.95727599196919,-6.590798333348271
1,63,21.763101562857628,7.061589566144076,-20.826195821495695,-6.111813818903334
1,64,21.58624216914177,6.754615920962709,-20.648823788927672,-5.828498184185075
1,65,21.010560646653175,6.320631312601494,-20.071473107142296,-5.385319992105311
1,66,21.243267960846424,6.1309098980643535,-20.304854992121523,-5.193510205853165
1,67,20.64408352971077,5.858320268717679,-19.703933462583823,-4.926263153176815
1,68,19.924844816327095,5.086191545833241,-18.98260963103673,-4.1473522155194065
1,69,20.213057078421116,5.147719180945194,-19.27165751435531,-4.220580293513249
1,70,19.76169155538082,4.914881140896768,-18.81898339492222,-3.9849581515385504
1,71,19.544030465185642,4.793252106868859,-18.6006913357963,-3.853769035121686
1,72,18.628243304789066,4.374823781577024,-17.682249090525215,-3.4379889537015584
1,73,18.82506723701954,4.8072334546031374,-17.879643797651198,-3.8760131779435048
1,74,19.44311585277319,4.412696585510716,-18.49948418945088,-3.467692798491515
1,75,18.212572991847992,4.038603213700381,-17.265373744869105,-3.10048828885241
1,76,17.601505510509014,3.6012588387185875,-16.652534596547657,-2.659601102841523
1,77,17.804657571017742,4.006245147098195,-16.856275565084236,-3.065299399902221
1,78,17.68038723617792,3.8965379613818545,-16.731645072953476,-2.9546360413611903
1,79,17.511036828160286,3.8116596666249363,-16.561803688749386,-2.867004721886489
1,80,17.478103578090668,3.8560717250361587,-16.528774975754725,-2.9133353665537336
1,81,17.196533374488354,3.5316055128068635,-16.246388507741763,-2.5790477330577337
1,82,17.19379088282585,3.157611200303742,-16.243637910436757,-2.2086899100371036
1,83,16.488245584070683,3.328646901882056,-15.536047153176668,-2.3831079277744345
1,84,16.609963290393353,3.0926901350418725,-15.658117854757688,-2.1468635864277608
1,85,16.28232917934656,2.9755433224367374,-15.329533977692748,-2.031078242258194
1,86,16.119521841406822,2.971711906068253,-15.166254513121576,-2.0238550637253288
1,87,15.674509845674038,3.0588791943860776,-14.71995231229718,-2.1129886027624574
1,88,16.21021880954504,2.903676124233188,-15.257214400381184,-1.955807843852221
1,89,15.466059517115355,2.852822964615894,-14.510897660155658,-1.906464825891208
1,90,15.507777780294418,3.0029128947944352,-14.552737030181811,-2.057158796004213
1,91,15.49750779941678,2.7763506786502674,-14.542437167630226,-1.830652923342687
1,92,15.589072227478027,2.5663243233028687,-14.634267060455397,-1.6169624220799097
1,93,14.796044927090406,2.722964994609356,-13.838940702947898,-1.7739213397964013
1,94,15.09017489850521,2.372650663513041,-14.133923436047036,-1.4196891631416717
1,95,15.345894940197468,2.4452532970092515,-14.390384735673255,-1.4927953063191155
1,96,14.518510326743126,2.365106067535552,-13.560601406286434,-1.4113429369962276
1,97,14.868882577866316,2.2846494082248574,-13.91198957849784,-1.3278571091379963
1,98,14.157558221369982,2.3387702236121353,-13.198602834906268,-1.3840480195365754
1,99,14.404841549694538,2.329365961818081,-13.446603145647197,-1.373996493149722
1,100,13.887294061481953,2.2516653178767725,-12.927555183097995,-1.2946128379818376
1,101,14.48776500299573,2.1613511102217617,-13.529766976416047,-1.2018147858077781
1,102,14.381546400487423,2.1850782215143694,-13.423240393864303,-1.2268600513229115
1,103,14.02401227131486,2.331393067508047,-13.06466974885994,-1.3776016984794293
1,104,14.24665816873312,2.1383770469463235,-13.287961152347313,-1.179386431233183
1,105,13.86868542432785,2.1559477148746904,-12.908892568576496,-1.1978193129335288
1,106,13.732993431389332,2.0454838826800836,-12.77280718690335,-1.0809763157150054
1,107,13.536940854042768,2.0657429487416237,-12.576186284597643,-1.104197475833478
1,108,13.917464919388294,2.03476907267715,-12.957813522284956,-1.067246550938132
1,109,13.948844067752361,2.0173313283559047,-12.989283561996512,-1.0500491764180677
1,110,13.948193054646254,2.064193102220694,-12.988630737899415,-1.1027025150007543
1,111,13.6788509786129,2.032975782499169,-12.71850786473842,-1.0675560836851998
1,112,13.512736141681671,2.0668038951628134,-12.551911420261957,-1.09969748832575
1,113,12.88571948185563,1.9447913838155342,-11.923076933459491,-0.978579111207929
1,114,12.787400025874376,1.9512937425663976,-11.824472429449617,-0.9825460033121598
1,115,13.168211828917265,1.8889192121498513,-12.206388300449369,-0.9199765717379453
1,116,12.991554722189903,1.902422327435378,-12.029219017983621,-0.9371761399649798
1,117,12.977469876408577,1.8779035607973735,-12.015093396634551,-0.9021427962577231
1,118,12.818807125091553,1.907628843278596,-11.855970586355925,-0.9382372613645678
1,119,12.963360104709864,1.8403526038834543,-12.000942672177247,-0.8621223181188218
1,120,12.607049778103828,1.8925282377185244,-11.643599273684758,-0.9209096218148549
1,121,12.221328519284725,1.9205241546486362,-11.256759793745735,-0.9527152931689409
1,122,12.959428302943707,1.842292782709454,-11.99699943260203,-0.8762775516018824
1,123,12.475474260747433,1.7545190674789024,-11.511642400506657,-0.7827785780458012
1,124,12.517590060830116,1.8338498170628692,-11.553880215652153,-0.865159493571674
1,125,12.219108697026968,1.8384483853975933,-11.25453345469083,-0.8659440107843905
1,126,12.374499503523111,1.7692568649848301,-11.41037484143594,-0.7970713630403607
1,127,11.863482013344765,1.797795792420705,-10.8978757871171,-0.8300942571265231
1,128,12.05362382158637,1.7342955727468838,-11.08856893255572,-0.7635045685052062
1,129,12.087070524692535,1.7942311384461143,-11.122112596614349,-0.8129615697501793
1,130,12.173732168972492,1.7346935976635327,-11.209025455955409,-0.7539583000231833
1,131,11.878273885697126,1.7310439185662703,-10.912710592718884,-0.7573850618939548
1,132,12.47983307018876,1.7573749513337107,-11.516013774785447,-0.7827949767520059
1,133,11.798452030867338,1.7320959477713613,-10.83265734341048,-0.7510509323421821
1,134,11.782198749482632,1.7147744072206093,-10.816356973888151,-0.7345657739152387
1,135,11.855634070932865,1.7654479055693655,-10.890005169945345,-0.7807026142206608
1,136,11.76913621649146,1.693739624637546,-10.803256497670002,-0.7200652734550657
1,137,11.856927160173655,1.7024371786551042,-10.891301964372541,-0.7267215172717889
1,138,11.015086840838194,1.7052380122018582,-10.047021100053836,-0.7329387206968436
1,139,11.264982540160418,1.6357907779289014,-10.29764120303549,-0.6581444914632946
1,140,11.43949280679226,1.7063947952154912,-10.472657388540304,-0.72404168891989
1,141,11.190678242594004,1.6565174451380065,-10.223121529590005,-0.6838046999327057
1,142,10.954753749072552,1.6131238829005847,-9.986513025300606,-0.6332792271056689
1,143,10.895965211093426,1.6295003313006777,-9.927554084604749,-0.6494381136011154
1,144,11.093825329095125,1.6664045164079377,-10.125987900638417,-0.6812429898061754
1,145,11.174272529780865,1.641511647087155,-10.20666827428351,-0.6674788875703179
1,146,11.00129160657525,1.581822435061137,-10.033185794048864,-0.5941900232582313
1,147,10.963379722088575,1.575957378654769,-9.99516399954904,-0.5936601830314499
1,148,11.060012392699718,1.6009033385551337,-10.092076884621177,-0.6199530162173754
1,149,10.697029363363981,1.5974018275737762,-9.728041498055882,-0.6161802025738683
1,150,10.70371339470148,1.6002226706707117,-9.734744863601023,-0.6148892147785261
1,151,10.66317044571042,1.5871562470089307,-9.694084363082531,-0.6059184033225944
1,152,10.290392249822617,1.620724567861268,-9.320225531093678,-0.61997694709868
1,153,10.75925511866808,1.5519888247504379,-9.790447714795024,-0.5699804584540196
1,154,10.291545487940311,1.5900950088645474,-9.321382103872486,-0.6052974317220376
1,155,10.425447288900614,1.4836361877845996,-9.455672083798612,-0.5016869661363832
1,156,10.229979127645493,1.5044699835054802,-9.259637251281683,-0.5260524425861559
1,157,10.246671970933676,1.5322572950160864,-9.276378484722446,-0.5483572720174672
1,158,10.507859986275434,1.5309022005760309,-9.538323692055046,-0.5523538682082045
1,159,10.21175068616867,1.493059598586776,-9.241355923094646,-0.5158676005168819
1,160,10.24867320805788,1.5220218400160472,-9.278385488614305,-0.5441515773343295
1,161,10.130133118480444,1.5762446441433646,-9.159501752598972,-0.5952410885428836
1,162,9.975353624671698,1.466604463078759,-9.004273543245015,-0.48696750280433787
1,163,9.894637931138277,1.5411159585822711,-8.923323804438763,-0.5625418908766064
1,164,9.443551559001207,1.4939426174669554,-8.470929752344594,-0.5124173997378905
1,165,9.710302546620369,1.46475136505835,-8.738454078875288,-0.48650989326235705
1,166,9.80372405424714,1.507351573669549,-8.832146389795968,-0.5195183606237035
1,167,9.94994405657053,1.460348068313165,-8.978790381236166,-0.48274974519567815
1,168,9.412224762141705,1.4779237003037424,-8.439512119250494,-0.4920592051723156
1,169,9.71021505445242,1.4944251324191238,-8.73836622072781,-0.5133776392365288
1,170,9.704793460667133,1.5211790962652727,-8.732928988518337,-0.5411378530907649
1,171,9.800415508449078,1.4893071561148672,-8.828828192533042,-0.5004803184736093
1,172,9.402733065187931,1.4524640621560994,-8.429992888218626,-0.4674087845642412
1,173,9.309386290609837,1.4181602759794756,-8.336375515157467,-0.4385054121735452
1,174,9.486949861049652,1.508139818906784,-8.514453824427074,-0.5228895607624631
1,175,9.396258402615786,1.5561212879238706,-8.423499440653698,-0.5703692296176099
1,176,9.119298163801432,1.5513241110426006,-8.145736277573977,-0.5616323136081065
1,177,9.151354659348726,1.4409150860526345,-8.177885609836311,-0.46068876734358
1,178,9.358920250087976,1.4705410699049632,-8.386053008261893,-0.4886838370283453
1,179,9.154625996947289,1.4712382699504043,-8.18116656712156,-0.4840956655858861
1,180,8.774584535509348,1.4631646564512542,-7.80002322815516,-0.4732107329290729
1,181,9.47285683453083,1.4358970071330215,-8.500319935923507,-0.45046289411315166
1,182,8.710812084376812,1.5485861427856213,-7.736065895499474,-0.5566906731239896
1,183,8.847473002970219,1.4487997410875377,-7.8731229839943,-0.4678325199715254
1,184,9.330643838271499,1.425002461581519,-8.35769463991925,-0.4468792603731482
1,185,8.767614476382732,1.466961176106424,-7.79303296516334,-0.482646179283855
1,186,8.903164152055979,1.4998835830977468,-7.928975624814637,-0.5138193692457704
1,187,8.87224642559886,1.4432275006265352,-7.897968254895185,-0.45601400435733064
1,188,8.905452322214842,1.445729582598715,-7.931270432021572,-0.46433890135087386
1,189,8.736070416867733,1.4225493651447874,-7.7613974916588955,-0.43915168862058973
1,190,8.715395141392946,1.435436388759902,-7.740662232498449,-0.4543947608011658
1,191,8.856667149811983,1.4471527807640308,-7.882343824017772,-0.46511884843681783
1,192,8.50063106790185,1.5396882187236438,-7.525275582956294,-0.5470804592366112
1,193,8.50903694704175,1.4796559512615204,-7.533705784753316,-0.49932942387727874
1,194,8.687284775078297,1.4172681335246924,-7.7124703904907435,-0.4353992825400248
1,195,8.09145462885499,1.4910264665430242,-7.114912796502836,-0.5022226369566614
1,196,8.32111794874072,1.4937162417354006,-7.345241994537764,-0.508185985516193
1,197,8.160809269174933,1.461027033401258,-7.184468596084651,-0.4770141732469615
1,198,8.342774845659733,1.4270489261005863,-7.366961719038546,-0.4440532265474153
1,199,8.149681707844138,1.466778121211312,-7.173308789617803,-0.4799278684342756
1,200,8.228650568053126,1.4249786273999647,-7.252506634777964,-0.4421629975456993
